,country,year,age,Average_suicides_per_capita
4116,El Salvador,2004-01-01,75+ years,7.0249999999999995
2986,Colombia,2013-01-01,15-24 years,7.0249999999999995
9188,Panama,2000-01-01,35-54 years,7.0200000000000005
4363,Fiji,2012-01-01,15-24 years,7.02
12990,Turkmenistan,2008-01-01,55-74 years,7.015000000000001
12497,Thailand,1986-01-01,35-54 years,7.015000000000001
2226,Brazil,2008-01-01,35-54 years,7.015000000000001
7062,Kiribati,1997-01-01,35-54 years,7.015
7779,Luxembourg,2006-01-01,15-24 years,7.015
3082,Costa Rica,1998-01-01,15-24 years,7.010000000000001
6378,Israel,2013-01-01,35-54 years,7.01
2208,Brazil,2005-01-01,35-54 years,7.01
6305,Israel,2001-01-01,25-34 years,7.005
3965,Ecuador,2004-01-01,55-74 years,7.005
3709,Denmark,1994-01-01,15-24 years,7.005
5862,Iceland,1989-01-01,25-34 years,7.0
8425,Mexico,2008-01-01,75+ years,7.0
7977,Malta,1997-01-01,15-24 years,7.0
563,Armenia,2003-01-01,75+ years,7.0
8457,Mexico,2014-01-01,25-34 years,6.995
8305,Mexico,1988-01-01,75+ years,6.995
3870,Ecuador,1988-01-01,75+ years,6.994999999999999
4026,Ecuador,2014-01-01,75+ years,6.99
8239,Mauritius,2009-01-01,55-74 years,6.99
9210,Panama,2004-01-01,15-24 years,6.99
3860,Ecuador,1987-01-01,25-34 years,6.985
2204,Brazil,2004-01-01,55-74 years,6.98
13872,Uzbekistan,2005-01-01,55-74 years,6.9799999999999995
378,Argentina,1999-01-01,15-24 years,6.975
11170,Seychelles,2011-01-01,15-24 years,6.975
11808,Spain,1992-01-01,35-54 years,6.975
2144,Brazil,1994-01-01,55-74 years,6.970000000000001
11506,Slovakia,2013-01-01,15-24 years,6.970000000000001
3026,Costa Rica,1988-01-01,55-74 years,6.97
3152,Costa Rica,2009-01-01,55-74 years,6.965
13374,United Kingdom,2007-01-01,55-74 years,6.965
4055,El Salvador,1993-01-01,55-74 years,6.965
6268,Israel,1995-01-01,15-24 years,6.965
6311,Israel,2002-01-01,25-34 years,6.965
593,Armenia,2010-01-01,75+ years,6.960000000000001
4157,El Salvador,2011-01-01,55-74 years,6.960000000000001
6712,Japan,1990-01-01,15-24 years,6.96
6322,Israel,2004-01-01,15-24 years,6.955
1055,Austria,2012-01-01,15-24 years,6.955
3050,Costa Rica,1992-01-01,55-74 years,6.955
502,Armenia,1993-01-01,55-74 years,6.95
13861,Uzbekistan,2003-01-01,75+ years,6.949999999999999
2008,Belize,2005-01-01,15-24 years,6.945
13344,United Kingdom,2002-01-01,55-74 years,6.945
2895,Colombia,1997-01-01,75+ years,6.9350000000000005
2261,Brazil,2014-01-01,25-34 years,6.935
1236,Bahamas,2000-01-01,35-54 years,6.935
452,Argentina,2011-01-01,35-54 years,6.925000000000001
8581,Netherlands,1993-01-01,15-24 years,6.925000000000001
6718,Japan,1991-01-01,15-24 years,6.925
2120,Brazil,1990-01-01,55-74 years,6.92
9776,Portugal,2001-01-01,35-54 years,6.915
3918,Ecuador,1996-01-01,75+ years,6.91
8419,Mexico,2007-01-01,75+ years,6.905
4139,El Salvador,2008-01-01,55-74 years,6.905
9835,Portugal,2014-01-01,25-34 years,6.904999999999999
7323,Kyrgyzstan,2003-01-01,75+ years,6.904999999999999
2220,Brazil,2007-01-01,35-54 years,6.904999999999999
9179,Panama,1998-01-01,75+ years,6.9
8049,Malta,2009-01-01,15-24 years,6.9
6328,Israel,2005-01-01,15-24 years,6.8999999999999995
1391,Bahrain,2006-01-01,25-34 years,6.895
5588,Guyana,1997-01-01,35-54 years,6.895
9419,Paraguay,2010-01-01,75+ years,6.890000000000001
2184,Brazil,2001-01-01,35-54 years,6.890000000000001
4817,Georgia,2009-01-01,55-74 years,6.890000000000001
13881,Uzbekistan,2010-01-01,25-34 years,6.890000000000001
2238,Brazil,2010-01-01,35-54 years,6.880000000000001
7804,Luxembourg,2010-01-01,25-34 years,6.875
9263,Panama,2012-01-01,75+ years,6.875
11362,Singapore,2012-01-01,15-24 years,6.875
10726,Saint Lucia,1999-01-01,15-24 years,6.875
8216,Mauritius,2005-01-01,75+ years,6.870000000000001
12499,Thailand,1986-01-01,55-74 years,6.87
3062,Costa Rica,1994-01-01,55-74 years,6.87
8533,Netherlands,1985-01-01,15-24 years,6.87
2957,Colombia,2008-01-01,25-34 years,6.869999999999999
13292,United Kingdom,1994-01-01,15-24 years,6.865
5778,Hungary,2007-01-01,15-24 years,6.855
9936,Puerto Rico,2001-01-01,15-24 years,6.855
13274,United Kingdom,1991-01-01,15-24 years,6.855
4853,Georgia,2015-01-01,55-74 years,6.8549999999999995
5106,Greece,2000-01-01,75+ years,6.8549999999999995
6516,Italy,2005-01-01,35-54 years,6.8549999999999995
11885,Spain,2005-01-01,25-34 years,6.8500000000000005
6334,Israel,2006-01-01,15-24 years,6.8500000000000005
10654,Saint Lucia,1987-01-01,15-24 years,6.85
2249,Brazil,2012-01-01,25-34 years,6.85
5874,Iceland,1991-01-01,25-34 years,6.85
11879,Spain,2004-01-01,25-34 years,6.85
9347,Paraguay,1998-01-01,75+ years,6.85
8449,Mexico,2012-01-01,75+ years,6.85
11458,Slovakia,2004-01-01,15-24 years,6.85
12494,Thailand,1985-01-01,75+ years,6.845
7056,Kiribati,1996-01-01,35-54 years,6.845
7957,Malta,1993-01-01,55-74 years,6.84
2255,Brazil,2013-01-01,25-34 years,6.84
3044,Costa Rica,1991-01-01,55-74 years,6.84
2000,Belize,2003-01-01,55-74 years,6.84
301,Argentina,1986-01-01,25-34 years,6.835000000000001
10379,Romania,2002-01-01,15-24 years,6.835000000000001
8264,Mauritius,2013-01-01,75+ years,6.835
8019,Malta,2004-01-01,15-24 years,6.835
3034,Costa Rica,1990-01-01,15-24 years,6.835
1994,Belize,2002-01-01,55-74 years,6.83
13874,Uzbekistan,2009-01-01,15-24 years,6.83
6298,Israel,2000-01-01,15-24 years,6.83
8451,Mexico,2013-01-01,25-34 years,6.825
2676,Chile,1992-01-01,35-54 years,6.82
372,Argentina,1998-01-01,15-24 years,6.82
1988,Belize,2001-01-01,55-74 years,6.82
13405,United Kingdom,2012-01-01,75+ years,6.82
11795,Spain,1990-01-01,25-34 years,6.82
12745,Trinidad and Tobago,1999-01-01,75+ years,6.82
9412,Paraguay,2009-01-01,55-74 years,6.82
6329,Israel,2005-01-01,25-34 years,6.82
1445,Barbados,1985-01-01,25-34 years,6.82
5033,Greece,1988-01-01,55-74 years,6.819999999999999
3899,Ecuador,1993-01-01,55-74 years,6.815
6342,Israel,2007-01-01,35-54 years,6.815
9222,Panama,2006-01-01,15-24 years,6.8149999999999995
4029,Ecuador,2015-01-01,35-54 years,6.8149999999999995
8017,Malta,2003-01-01,55-74 years,6.8149999999999995
5118,Greece,2002-01-01,75+ years,6.8100000000000005
11189,Seychelles,2014-01-01,25-34 years,6.805
7068,Kiribati,1998-01-01,35-54 years,6.8
13896,Uzbekistan,2012-01-01,55-74 years,6.8
2014,Belize,2006-01-01,15-24 years,6.795
11363,Singapore,2012-01-01,25-34 years,6.79
8593,Netherlands,1995-01-01,15-24 years,6.785
9739,Portugal,1995-01-01,25-34 years,6.785
5957,Iceland,2005-01-01,15-24 years,6.785
9906,Puerto Rico,1996-01-01,15-24 years,6.785
3135,Costa Rica,2006-01-01,75+ years,6.785
2969,Colombia,2010-01-01,25-34 years,6.784999999999999
3944,Ecuador,2001-01-01,25-34 years,6.78
3956,Ecuador,2003-01-01,25-34 years,6.775
13350,United Kingdom,2003-01-01,55-74 years,6.775
11032,Serbia,2006-01-01,15-24 years,6.775
11802,Spain,1991-01-01,35-54 years,6.775
9727,Portugal,1993-01-01,25-34 years,6.7749999999999995
9232,Panama,2007-01-01,55-74 years,6.765000000000001
1504,Barbados,1995-01-01,15-24 years,6.765000000000001
6522,Italy,2006-01-01,35-54 years,6.765000000000001
2716,Chile,1999-01-01,15-24 years,6.765
10712,Saint Lucia,1996-01-01,55-74 years,6.765
13387,United Kingdom,2009-01-01,75+ years,6.765
9685,Portugal,1986-01-01,25-34 years,6.765
13628,Uruguay,1988-01-01,15-24 years,6.76
5820,Hungary,2014-01-01,15-24 years,6.755
6437,Italy,1992-01-01,25-34 years,6.75
551,Armenia,2001-01-01,75+ years,6.745
2174,Brazil,1999-01-01,55-74 years,6.744999999999999
6392,Israel,2015-01-01,55-74 years,6.74
3072,Costa Rica,1996-01-01,35-54 years,6.74
3515,Cyprus,2011-01-01,35-54 years,6.74
8263,Mauritius,2013-01-01,55-74 years,6.734999999999999
3984,Ecuador,2007-01-01,75+ years,6.734999999999999
90,Albania,2004-01-01,15-24 years,6.734999999999999
3521,Cyprus,2012-01-01,35-54 years,6.73
3172,Costa Rica,2013-01-01,15-24 years,6.73
8701,Netherlands,2013-01-01,15-24 years,6.73
13310,United Kingdom,1997-01-01,15-24 years,6.725
3987,Ecuador,2008-01-01,35-54 years,6.715
6344,Israel,2007-01-01,55-74 years,6.715
4681,France,2008-01-01,15-24 years,6.710000000000001
2267,Brazil,2015-01-01,25-34 years,6.71
3454,Cuba,2015-01-01,25-34 years,6.705
12596,Thailand,2006-01-01,75+ years,6.705
2441,Bulgaria,2013-01-01,25-34 years,6.7
11380,Singapore,2015-01-01,15-24 years,6.695
4687,France,2009-01-01,15-24 years,6.695
6183,Ireland,2010-01-01,75+ years,6.695
2243,Brazil,2011-01-01,25-34 years,6.69
9148,Panama,1987-01-01,55-74 years,6.6899999999999995
13328,United Kingdom,2000-01-01,15-24 years,6.6899999999999995
2374,Bulgaria,2002-01-01,15-24 years,6.6899999999999995
2963,Colombia,2009-01-01,25-34 years,6.6850000000000005
3529,Cyprus,2013-01-01,55-74 years,6.6850000000000005
5172,Greece,2011-01-01,75+ years,6.685
5276,Grenada,2004-01-01,25-34 years,6.685
7840,Macau,1994-01-01,25-34 years,6.68
7810,Luxembourg,2011-01-01,25-34 years,6.68
3074,Costa Rica,1996-01-01,55-74 years,6.68
6262,Israel,1994-01-01,15-24 years,6.67
12523,Thailand,1992-01-01,55-74 years,6.67
8569,Netherlands,1991-01-01,15-24 years,6.67
4074,El Salvador,1997-01-01,75+ years,6.67
8557,Netherlands,1989-01-01,15-24 years,6.665
3178,Costa Rica,2014-01-01,15-24 years,6.665
5902,Iceland,1995-01-01,75+ years,6.665
2196,Brazil,2003-01-01,35-54 years,6.66
2132,Brazil,1992-01-01,55-74 years,6.66
12548,Thailand,1997-01-01,75+ years,6.66
10738,Saint Lucia,2001-01-01,15-24 years,6.655
2190,Brazil,2002-01-01,35-54 years,6.654999999999999
11242,Singapore,1992-01-01,15-24 years,6.65
7961,Malta,1994-01-01,35-54 years,6.6499999999999995
8229,Mauritius,2008-01-01,15-24 years,6.645
8461,Mexico,2014-01-01,75+ years,6.645
11446,Slovakia,2002-01-01,15-24 years,6.645
4769,Georgia,1998-01-01,55-74 years,6.645
319,Argentina,1989-01-01,25-34 years,6.645
2656,Chile,1989-01-01,15-24 years,6.640000000000001
12909,Turkmenistan,1995-01-01,25-34 years,6.640000000000001
3836,Denmark,2015-01-01,25-34 years,6.640000000000001
13316,United Kingdom,1998-01-01,15-24 years,6.640000000000001
4091,El Salvador,2000-01-01,55-74 years,6.64
13862,Uzbekistan,2004-01-01,15-24 years,6.635
6455,Italy,1995-01-01,25-34 years,6.635
9145,Panama,1987-01-01,25-34 years,6.635
6310,Israel,2002-01-01,15-24 years,6.635
5964,Iceland,2006-01-01,25-34 years,6.630000000000001
655,Aruba,2002-01-01,35-54 years,6.63
9440,Paraguay,2014-01-01,35-54 years,6.629999999999999
10349,Romania,1997-01-01,15-24 years,6.625
4939,Germany,2004-01-01,15-24 years,6.625
2096,Brazil,1986-01-01,55-74 years,6.625
6528,Italy,2007-01-01,35-54 years,6.62
12453,Switzerland,2010-01-01,15-24 years,6.619999999999999
337,Argentina,1992-01-01,25-34 years,6.615
6431,Italy,1991-01-01,25-34 years,6.615
13298,United Kingdom,1995-01-01,15-24 years,6.61
11195,Seychelles,2015-01-01,25-34 years,6.61
11789,Spain,1989-01-01,25-34 years,6.609999999999999
343,Argentina,1993-01-01,25-34 years,6.605
3733,Denmark,1998-01-01,15-24 years,6.6049999999999995
3538,Cyprus,2015-01-01,25-34 years,6.6
8587,Netherlands,1994-01-01,15-24 years,6.6
3123,Costa Rica,2004-01-01,75+ years,6.6
12503,Thailand,1987-01-01,35-54 years,6.595000000000001
3936,Ecuador,1999-01-01,75+ years,6.595
13322,United Kingdom,1999-01-01,15-24 years,6.595
2160,Brazil,1997-01-01,35-54 years,6.590000000000001
1998,Belize,2003-01-01,35-54 years,6.59
9900,Puerto Rico,1995-01-01,15-24 years,6.59
8902,Nicaragua,2010-01-01,55-74 years,6.59
11783,Spain,1988-01-01,25-34 years,6.59
6244,Israel,1991-01-01,15-24 years,6.585000000000001
9366,Paraguay,2002-01-01,15-24 years,6.585
10836,Saint Vincent and Grenadines,1990-01-01,35-54 years,6.585
12547,Thailand,1997-01-01,55-74 years,6.58
80,Albania,2002-01-01,35-54 years,6.58
6419,Italy,1989-01-01,25-34 years,6.58
11123,Seychelles,2003-01-01,25-34 years,6.575
5980,Iceland,2008-01-01,75+ years,6.575
1943,Belize,1994-01-01,25-34 years,6.575
2942,Colombia,2005-01-01,55-74 years,6.575
6479,Italy,1999-01-01,25-34 years,6.574999999999999
1458,Barbados,1987-01-01,35-54 years,6.574999999999999
10445,Romania,2013-01-01,15-24 years,6.57
2154,Brazil,1996-01-01,35-54 years,6.57
5166,Greece,2010-01-01,75+ years,6.57
35,Albania,1994-01-01,75+ years,6.57
5187,Greece,2014-01-01,35-54 years,6.565
3884,Ecuador,1991-01-01,25-34 years,6.565
3527,Cyprus,2013-01-01,35-54 years,6.5649999999999995
2237,Brazil,2010-01-01,25-34 years,6.5649999999999995
11801,Spain,1991-01-01,25-34 years,6.5649999999999995
2872,Colombia,1994-01-01,15-24 years,6.5600000000000005
9413,Paraguay,2009-01-01,75+ years,6.555
2966,Colombia,2009-01-01,55-74 years,6.555
4669,France,2006-01-01,15-24 years,6.545
8906,Nicaragua,2011-01-01,35-54 years,6.545
6386,Israel,2014-01-01,55-74 years,6.54
10421,Romania,2009-01-01,15-24 years,6.54
4171,El Salvador,2014-01-01,15-24 years,6.539999999999999
8930,Nicaragua,2015-01-01,35-54 years,6.535
10325,Romania,1993-01-01,15-24 years,6.535
1512,Barbados,2000-01-01,35-54 years,6.535
4751,Georgia,1995-01-01,55-74 years,6.53
2231,Brazil,2009-01-01,25-34 years,6.53
2108,Brazil,1988-01-01,55-74 years,6.5249999999999995
12026,Suriname,1986-01-01,55-74 years,6.515
6371,Israel,2012-01-01,25-34 years,6.51
4975,Germany,2010-01-01,15-24 years,6.51
9704,Portugal,1989-01-01,35-54 years,6.505
9703,Portugal,1989-01-01,25-34 years,6.505
8455,Mexico,2013-01-01,75+ years,6.5
5593,Guyana,1998-01-01,25-34 years,6.5
1331,Bahrain,1988-01-01,25-34 years,6.495
11777,Spain,1987-01-01,25-34 years,6.494999999999999
9414,Paraguay,2010-01-01,15-24 years,6.49
3058,Costa Rica,1994-01-01,15-24 years,6.49
10361,Romania,1999-01-01,15-24 years,6.489999999999999
4727,Georgia,1990-01-01,55-74 years,6.484999999999999
3375,Cuba,2002-01-01,15-24 years,6.484999999999999
11849,Spain,1999-01-01,25-34 years,6.48
8443,Mexico,2011-01-01,75+ years,6.4799999999999995
5484,Guatemala,2008-01-01,15-24 years,6.4799999999999995
8617,Netherlands,1999-01-01,15-24 years,6.4799999999999995
2632,Chile,1985-01-01,15-24 years,6.4750000000000005
6497,Italy,2002-01-01,25-34 years,6.465
661,Aruba,2003-01-01,35-54 years,6.465
9948,Puerto Rico,2003-01-01,15-24 years,6.46
4772,Georgia,1999-01-01,25-34 years,6.455
119,Albania,2008-01-01,75+ years,6.455
5021,Greece,1986-01-01,55-74 years,6.455
4127,El Salvador,2006-01-01,55-74 years,6.45
8179,Mauritius,1999-01-01,55-74 years,6.45
6425,Italy,1990-01-01,25-34 years,6.45
5184,Greece,2013-01-01,75+ years,6.45
3818,Denmark,2012-01-01,25-34 years,6.45
3906,Ecuador,1994-01-01,75+ years,6.45
4014,Ecuador,2012-01-01,75+ years,6.449999999999999
8276,Mauritius,2015-01-01,75+ years,6.445
4092,El Salvador,2000-01-01,75+ years,6.445
2202,Brazil,2004-01-01,35-54 years,6.445
2939,Colombia,2005-01-01,25-34 years,6.445
10415,Romania,2008-01-01,15-24 years,6.445
2138,Brazil,1993-01-01,55-74 years,6.445
2960,Colombia,2008-01-01,55-74 years,6.444999999999999
3533,Cyprus,2014-01-01,35-54 years,6.44
7816,Luxembourg,2012-01-01,25-34 years,6.4399999999999995
13262,United Kingdom,1989-01-01,15-24 years,6.4399999999999995
1469,Barbados,1989-01-01,25-34 years,6.435
4745,Georgia,1994-01-01,55-74 years,6.435
4675,France,2007-01-01,15-24 years,6.43
3864,Ecuador,1987-01-01,75+ years,6.43
6256,Israel,1993-01-01,15-24 years,6.43
4788,Georgia,2001-01-01,75+ years,6.43
6485,Italy,2000-01-01,25-34 years,6.425
2148,Brazil,1995-01-01,35-54 years,6.425
4013,Ecuador,2012-01-01,55-74 years,6.425
6509,Italy,2004-01-01,25-34 years,6.425
11807,Spain,1992-01-01,25-34 years,6.42
5986,Iceland,2009-01-01,75+ years,6.42
5160,Greece,2009-01-01,75+ years,6.42
4693,France,2010-01-01,15-24 years,6.42
8545,Netherlands,1987-01-01,15-24 years,6.42
8432,Mexico,2010-01-01,15-24 years,6.415
1548,Barbados,2006-01-01,35-54 years,6.415
9775,Portugal,2001-01-01,25-34 years,6.41
2954,Colombia,2007-01-01,55-74 years,6.41
5832,Hungary,2016-01-01,15-24 years,6.41
12477,Switzerland,2014-01-01,15-24 years,6.41
1403,Bahrain,2008-01-01,25-34 years,6.405
1508,Barbados,1995-01-01,55-74 years,6.404999999999999
3938,Ecuador,2000-01-01,25-34 years,6.4
8575,Netherlands,1992-01-01,15-24 years,6.4
91,Albania,2004-01-01,25-34 years,6.4
2417,Bulgaria,2009-01-01,25-34 years,6.395
13908,Uzbekistan,2014-01-01,55-74 years,6.395
1466,Barbados,1988-01-01,55-74 years,6.390000000000001
8062,Malta,2011-01-01,25-34 years,6.39
8280,Mauritius,2016-01-01,55-74 years,6.39
8439,Mexico,2011-01-01,25-34 years,6.385000000000001
6317,Israel,2003-01-01,25-34 years,6.385
3035,Costa Rica,1990-01-01,25-34 years,6.385
3502,Cyprus,2009-01-01,25-34 years,6.38
5112,Greece,2001-01-01,75+ years,6.38
4008,Ecuador,2011-01-01,75+ years,6.375
5429,Guatemala,1998-01-01,75+ years,6.37
3851,Ecuador,1985-01-01,55-74 years,6.37
5393,Guatemala,1992-01-01,75+ years,6.37
9829,Portugal,2013-01-01,25-34 years,6.37
5492,Guatemala,2009-01-01,35-54 years,6.365
2166,Brazil,1998-01-01,35-54 years,6.365
331,Argentina,1991-01-01,25-34 years,6.365
6292,Israel,1999-01-01,15-24 years,6.365
12942,Turkmenistan,2000-01-01,55-74 years,6.365
3525,Cyprus,2013-01-01,15-24 years,6.36
47,Albania,1996-01-01,75+ years,6.359999999999999
697,Aruba,2009-01-01,35-54 years,6.355
1368,Bahrain,2002-01-01,35-54 years,6.355
5093,Greece,1998-01-01,55-74 years,6.3549999999999995
4007,Ecuador,2011-01-01,55-74 years,6.345
8426,Mexico,2009-01-01,15-24 years,6.345
3867,Ecuador,1988-01-01,35-54 years,6.345
2114,Brazil,1989-01-01,55-74 years,6.345
10772,Saint Lucia,2006-01-01,55-74 years,6.34
8458,Mexico,2014-01-01,35-54 years,6.34
9894,Puerto Rico,1994-01-01,15-24 years,6.34
6407,Italy,1987-01-01,25-34 years,6.34
5027,Greece,1987-01-01,55-74 years,6.34
667,Aruba,2004-01-01,35-54 years,6.335
4981,Germany,2011-01-01,15-24 years,6.33
8659,Netherlands,2006-01-01,15-24 years,6.33
5993,Iceland,2011-01-01,15-24 years,6.33
10307,Romania,1990-01-01,15-24 years,6.33
11344,Singapore,2009-01-01,15-24 years,6.325
13866,Uzbekistan,2004-01-01,55-74 years,6.324999999999999
9143,Panama,1986-01-01,75+ years,6.32
4699,France,2011-01-01,15-24 years,6.319999999999999
13399,United Kingdom,2011-01-01,75+ years,6.3149999999999995
12542,Thailand,1996-01-01,75+ years,6.300000000000001
9876,Puerto Rico,1991-01-01,15-24 years,6.300000000000001
11320,Singapore,2005-01-01,15-24 years,6.3
2090,Brazil,1985-01-01,55-74 years,6.295
2225,Brazil,2008-01-01,25-34 years,6.295
9270,Panama,2014-01-01,15-24 years,6.295
8695,Netherlands,2012-01-01,15-24 years,6.295
8059,Malta,2010-01-01,55-74 years,6.295
349,Argentina,1994-01-01,25-34 years,6.289999999999999
3171,Costa Rica,2012-01-01,75+ years,6.285
693,Aruba,2008-01-01,55-74 years,6.28
1493,Barbados,1993-01-01,25-34 years,6.275
9690,Portugal,1987-01-01,15-24 years,6.27
61,Albania,1999-01-01,25-34 years,6.27
2662,Chile,1990-01-01,15-24 years,6.27
42,Albania,1996-01-01,15-24 years,6.27
88,Albania,2003-01-01,55-74 years,6.27
12943,Turkmenistan,2000-01-01,75+ years,6.265
3143,Costa Rica,2008-01-01,25-34 years,6.26
4836,Georgia,2012-01-01,75+ years,6.26
8045,Malta,2008-01-01,35-54 years,6.26
8299,Mexico,1987-01-01,75+ years,6.255
8707,Netherlands,2014-01-01,15-24 years,6.255
11020,Serbia,2004-01-01,15-24 years,6.255
1480,Barbados,1991-01-01,15-24 years,6.25
9199,Panama,2002-01-01,25-34 years,6.25
3033,Costa Rica,1989-01-01,75+ years,6.25
5490,Guatemala,2009-01-01,15-24 years,6.245
3957,Ecuador,2003-01-01,35-54 years,6.245
8933,Nicaragua,2015-01-01,75+ years,6.245
2924,Colombia,2002-01-01,55-74 years,6.245
9888,Puerto Rico,1993-01-01,15-24 years,6.245
5063,Greece,1993-01-01,55-74 years,6.245
3011,Costa Rica,1986-01-01,25-34 years,6.245
8914,Nicaragua,2012-01-01,55-74 years,6.24
11494,Slovakia,2010-01-01,15-24 years,6.24
312,Argentina,1988-01-01,15-24 years,6.234999999999999
73,Albania,2001-01-01,25-34 years,6.2250000000000005
2948,Colombia,2006-01-01,55-74 years,6.220000000000001
2981,Colombia,2012-01-01,25-34 years,6.22
307,Argentina,1987-01-01,25-34 years,6.22
3041,Costa Rica,1991-01-01,25-34 years,6.215
2219,Brazil,2007-01-01,25-34 years,6.215
8427,Mexico,2009-01-01,25-34 years,6.210000000000001
8445,Mexico,2012-01-01,25-34 years,6.21
2686,Chile,1994-01-01,15-24 years,6.21
9433,Paraguay,2013-01-01,25-34 years,6.205
2910,Colombia,2000-01-01,35-54 years,6.205
6491,Italy,2001-01-01,25-34 years,6.205
3999,Ecuador,2010-01-01,35-54 years,6.2
2362,Bulgaria,2000-01-01,15-24 years,6.195
9176,Panama,1998-01-01,35-54 years,6.195
1374,Bahrain,2003-01-01,35-54 years,6.19
2178,Brazil,2000-01-01,35-54 years,6.1850000000000005
379,Argentina,1999-01-01,25-34 years,6.185
8029,Malta,2005-01-01,55-74 years,6.185
11140,Seychelles,2006-01-01,15-24 years,6.185
10804,Saint Lucia,2013-01-01,15-24 years,6.18
11134,Seychelles,2005-01-01,15-24 years,6.18
9194,Panama,2001-01-01,35-54 years,6.18
8599,Netherlands,1996-01-01,15-24 years,6.175
6287,Israel,1998-01-01,25-34 years,6.17
11452,Slovakia,2003-01-01,15-24 years,6.17
10457,Romania,2015-01-01,15-24 years,6.165
10810,Saint Lucia,2014-01-01,15-24 years,6.165
9396,Paraguay,2007-01-01,15-24 years,6.165
3887,Ecuador,1991-01-01,55-74 years,6.164999999999999
11152,Seychelles,2008-01-01,15-24 years,6.16
11771,Spain,1986-01-01,25-34 years,6.15
5477,Guatemala,2006-01-01,75+ years,6.15
6276,Israel,1996-01-01,35-54 years,6.1499999999999995
3897,Ecuador,1993-01-01,35-54 years,6.1450000000000005
4987,Germany,2012-01-01,15-24 years,6.14
4022,Ecuador,2014-01-01,25-34 years,6.14
3435,Cuba,2012-01-01,15-24 years,6.14
